Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
20-Mar-25,EQ,685,692.7,679,682.25,689.5,690.05,686.79,"1,179.00",606.3,"97,12,600","6,67,04,91,465.70","1,66,825"
21-Mar-25,EQ,693,705,688.55,690.05,702.5,702.95,699.9,"1,179.00",606.3,"1,48,23,483","10,37,49,32,720.55","1,78,336"
24-Mar-25,EQ,710,717.5,702.05,702.95,713.9,713.5,710.33,"1,179.00",606.3,"1,16,71,359","8,29,05,46,939.85","2,34,530"
25-Mar-25,EQ,719,723.05,706.35,713.5,707.5,710.3,714.13,"1,179.00",606.3,"1,36,17,465","9,72,46,34,714.55","2,76,282"
26-Mar-25,EQ,710.3,717.85,707,710.3,707.4,708.25,711.37,"1,179.00",606.3,"93,63,180","6,66,07,01,025.15","1,62,046"
27-Mar-25,EQ,668,676.6,661.1,708.25,669.5,668.55,669.35,"1,179.00",606.3,"3,42,38,666","22,91,75,66,817.20","6,78,323"
28-Mar-25,EQ,671.85,684.95,669.3,668.55,673.25,674.45,675.72,"1,179.00",606.3,"1,60,13,687","10,82,07,26,221.00","2,23,287"
1-Apr-25,EQ,670.55,681.85,665.75,674.45,672,671.85,673.59,"1,179.00",606.3,"95,94,669","6,46,29,04,983.25","2,05,820"
2-Apr-25,EQ,674.95,675.35,662.1,671.85,672.2,671.9,669.75,"1,179.00",606.3,"80,25,225","5,37,48,77,123.65","1,34,666"
3-Apr-25,EQ,660,669,652.5,671.9,655.55,653.95,659.08,"1,179.00",606.3,"1,34,73,832","8,88,03,57,349.10","2,95,801"
4-Apr-25,EQ,650,650,610,653.95,615.1,613.85,619.96,"1,179.00",606.3,"2,66,21,179","16,50,41,36,462.55","5,91,360"
7-Apr-25,EQ,560.5,582,535.75,613.85,581.1,579.75,563.16,"1,179.00",535.75,"4,94,63,598","27,85,59,84,564.10","8,35,816"
8-Apr-25,EQ,591.2,606.6,584.2,579.75,589.9,588.85,591.36,"1,179.00",535.75,"2,09,87,855","12,41,14,69,508.00","3,48,681"
9-Apr-25,EQ,588,594.9,581.05,588.85,584.5,582.9,587.49,"1,179.00",535.75,"1,74,83,412","10,27,12,59,845.30","2,50,692"
11-Apr-25,EQ,610,612.8,591,582.9,596,595.05,600.68,"1,179.00",535.75,"2,10,55,814","12,64,77,85,093.45","3,29,700"
15-Apr-25,EQ,614,628.3,612.65,595.05,622.5,622.2,622.54,"1,179.00",535.75,"1,97,22,072","12,27,77,50,909.25","2,70,996"
16-Apr-25,EQ,625,625,613.6,622.2,616.1,616.05,616.73,"1,179.00",535.75,"1,23,18,376","7,59,71,30,469.75","2,39,397"
17-Apr-25,EQ,616.05,627,608.25,616.05,621,621.55,619.39,"1,179.00",535.75,"1,43,42,652","8,88,37,11,331.85","2,38,642"
21-Apr-25,EQ,624.6,635.75,620.2,621.55,630.25,630.05,628.12,"1,179.00",535.75,"1,27,85,568","8,03,08,83,889.15","2,16,143"
22-Apr-25,EQ,630.25,633.95,626.2,630.05,630.5,630.85,631,"1,179.00",535.75,"1,02,92,748","6,49,47,13,243.90","1,90,303"
23-Apr-25,EQ,635.95,661.5,633.35,630.85,658.85,659.9,650.02,"1,179.00",535.75,"2,33,90,570","15,20,43,11,238.95","3,21,330"
24-Apr-25,EQ,660.1,671,660.1,659.9,667.9,668.35,666.02,"1,179.00",535.75,"1,51,72,229","10,10,49,77,369.05","1,96,582"
25-Apr-25,EQ,668.35,673,651.5,668.35,654.15,655.25,658.76,"1,179.00",535.75,"1,32,07,043","8,70,03,24,111.35","2,21,114"
28-Apr-25,EQ,654.3,669.6,652.55,655.25,668,668.15,663.81,"1,179.00",535.75,"1,02,43,493","6,79,97,52,587.90","1,68,942"
29-Apr-25,EQ,671.45,682.9,661.6,668.15,667.3,665.6,671.09,"1,179.00",535.75,"1,37,54,685","9,23,05,85,639.05","2,24,042"
30-Apr-25,EQ,667,667,641.1,665.6,643.5,644.25,645.61,"1,179.00",535.75,"1,94,85,917","12,58,02,41,417.75","3,11,644"
2-May-25,EQ,641,661.35,635.55,644.25,652,652,652.71,"1,179.00",535.75,"1,31,41,726","8,57,77,31,081.10","2,44,150"
5-May-25,EQ,662.95,666.65,655.85,652,662.2,661.55,660.93,"1,179.00",535.75,"88,68,484","5,86,14,08,259.15","1,59,988"
6-May-25,EQ,661.55,663.2,645.5,661.55,647.55,648.2,651.87,"1,179.00",535.75,"1,27,18,175","8,29,05,42,879.90","2,35,348"
7-May-25,EQ,642,682.5,641.15,648.2,681.8,680.3,673.57,"1,179.00",535.75,"3,03,90,515","20,47,02,18,684.45","3,66,513"
8-May-25,EQ,700,704.5,677.2,680.3,680.4,682.85,692.28,"1,179.00",535.75,"2,93,15,465","20,29,46,54,093.00","3,66,175"
9-May-25,EQ,667.5,711,666,682.85,709,708.5,701.3,"1,179.00",535.75,"4,01,83,276","28,18,05,98,035.45","5,23,258"
12-May-25,EQ,728,732,711.2,708.5,719.7,720.8,720.11,"1,179.00",535.75,"2,01,33,616","14,49,83,71,601.20","2,61,307"
13-May-25,EQ,720.8,726,703.25,720.8,708.3,707.7,713.29,"1,179.00",535.75,"1,61,25,700","11,50,23,45,598.95","2,68,737"
14-May-25,EQ,690,708,686,707.7,700.2,698.95,696.53,"1,179.00",535.75,"3,15,05,402","21,94,45,72,654.50","5,29,955"
15-May-25,EQ,698.75,729.8,696.15,698.95,729,728.1,718.09,"1,179.00",535.75,"2,86,34,074","20,56,18,02,513.75","3,68,702"
16-May-25,EQ,730,742,725.55,728.1,731.1,730.7,733.15,"1,179.00",535.75,"2,06,31,512","15,12,60,18,409.45","3,01,374"
19-May-25,EQ,732,738.1,728,730.7,728.7,729.5,733.16,"1,179.00",535.75,"1,04,60,217","7,66,89,71,582.95","1,89,525"
20-May-25,EQ,730,737.75,717,729.5,720.7,718.9,726.33,"1,179.00",535.75,"1,44,72,506","10,51,18,04,020.40","2,23,690"
21-May-25,EQ,719,729.5,718,718.9,726.25,726.8,725.35,"1,179.00",535.75,"89,98,596","6,52,71,26,522.45","1,45,016"
22-May-25,EQ,725,725,710.65,726.8,718.5,717.45,716.57,"1,179.00",535.75,"1,00,46,820","7,19,92,24,435.35","1,78,556"
23-May-25,EQ,718.75,721.8,715,717.45,718,718.25,719.01,"1,179.00",535.75,"79,15,166","5,69,10,49,306.85","1,14,102"
26-May-25,EQ,722,738,721.2,718.25,729.2,729,731.82,"1,179.00",535.75,"1,30,17,400","9,52,64,31,160.15","1,74,194"
27-May-25,EQ,729,729.35,715.2,729,717,716.45,719.68,"1,179.00",535.75,"1,22,23,125","8,79,67,82,486.15","2,13,762"
28-May-25,EQ,720,722,716.2,716.45,717.25,717.95,719.01,"1,179.00",535.75,"75,68,961","5,44,21,27,705.70","1,17,049"
29-May-25,EQ,724.5,728.7,720,717.95,725.45,724.45,723.93,"1,179.00",535.75,"88,38,921","6,39,87,30,595.85","1,36,523"
30-May-25,EQ,724.45,728.55,712.5,724.45,718.65,719.5,718.99,"1,179.00",535.75,"1,45,33,919","10,44,97,31,838.45","1,70,723"
2-Jun-25,EQ,717,719,707.4,719.5,711.55,711.6,712.42,"1,179.00",535.75,"97,12,446","6,91,93,69,538.35","1,78,127"
3-Jun-25,EQ,715,718.35,702.3,711.6,704.3,703.85,708.08,"1,179.00",535.75,"91,61,608","6,48,71,96,518.30","2,08,760"
4-Jun-25,EQ,701.8,715.45,698.4,703.85,710.25,709.15,708.91,"1,179.00",535.75,"1,12,87,991","8,00,22,10,218.05","2,77,497"
5-Jun-25,EQ,712.8,714.45,704,709.15,710.1,710.15,709,"1,179.00",535.75,"1,02,03,331","7,23,41,25,107.05","1,52,774"
6-Jun-25,EQ,710,715.9,701.2,710.15,711.6,711,709.28,"1,179.00",535.75,"1,19,75,812","8,49,42,37,171.55","1,79,459"
9-Jun-25,EQ,715,726,713.1,711,717.5,717.8,719.66,"1,179.00",535.75,"99,00,412","7,12,49,12,015.55","1,68,982"
10-Jun-25,EQ,721,734.75,715.35,717.8,732.7,732.25,728.46,"1,179.00",535.75,"1,91,51,889","13,95,14,59,993.95","3,23,576"
11-Jun-25,EQ,734.95,744,730.15,732.25,734.6,736.4,736.81,"1,179.00",535.75,"1,26,26,754","9,30,34,82,617.45","1,82,039"
12-Jun-25,EQ,737,737.7,711.25,736.4,714.45,715.35,720.95,"1,179.00",535.75,"1,25,85,149","9,07,32,12,399.65","2,80,340"
13-Jun-25,EQ,700,714.95,698.3,715.35,713.75,712.05,706.23,"1,179.00",535.75,"1,05,16,625","7,42,71,49,317.65","1,88,783"
16-Jun-25,EQ,711,714,672.95,712.05,685.3,686.65,684.41,"1,179.00",535.75,"3,12,46,328","21,38,54,21,671.70","5,61,236"
17-Jun-25,EQ,686.1,686.15,672,686.65,673,674.75,678.59,"1,179.00",535.75,"1,71,12,867","11,61,26,29,681.05","2,94,632"
18-Jun-25,EQ,671.85,679.35,668,674.75,669.95,670.25,673.25,"1,179.00",535.75,"1,25,56,088","8,45,33,35,444.80","2,12,789"
19-Jun-25,EQ,670.25,676.3,666.65,670.25,671.4,672.3,671.47,"1,179.00",535.75,"1,08,95,470","7,31,60,22,953.85","1,60,073"
20-Jun-25,EQ,673.4,678.8,670.1,672.3,675.5,676.2,675.55,"1,179.00",535.75,"1,13,93,470","7,69,69,00,034.40","1,44,733"
23-Jun-25,EQ,670,676,666.1,676.2,671.8,671.25,671.2,"1,179.00",535.75,"1,02,65,601","6,89,02,58,117.50","1,66,647"
24-Jun-25,EQ,678,686.5,672,671.25,674.3,673.65,679.17,"1,179.00",535.75,"1,53,59,947","10,43,20,48,374.05","2,00,973"
25-Jun-25,EQ,676,679,673.45,673.65,674.45,674.5,675.55,"1,179.00",535.75,"1,04,56,015","7,06,35,29,756.00","1,56,656"
26-Jun-25,EQ,677,683.7,674.45,674.5,682.7,682.75,679.67,"1,179.00",535.75,"1,01,04,914","6,86,80,08,862.65","1,44,959"
27-Jun-25,EQ,685,691.45,683,682.75,687.5,686.9,688.13,"1,179.00",535.75,"71,98,028","4,95,31,96,881.35","1,21,849"
30-Jun-25,EQ,688.9,691.9,685,686.9,688.3,688,688.54,"1,179.00",535.75,"69,60,104","4,79,22,76,598.55","1,50,466"
1-Jul-25,EQ,691.1,693.85,680.4,688,683.8,683.8,686,"1,179.00",535.75,"68,66,073","4,71,01,14,007.55","1,31,017"
2-Jul-25,EQ,683.8,692.45,680.65,683.8,687.8,688.55,687.59,"1,179.00",535.75,"80,34,013","5,52,41,18,526.85","1,41,531"
3-Jul-25,EQ,693.85,696.95,688.5,688.55,690.3,690.4,692.8,"1,179.00",535.75,"96,68,110","6,69,80,71,398.70","1,74,168"
4-Jul-25,EQ,691,692.85,686.35,690.4,688,689.05,688.94,"1,179.00",535.75,"49,42,900","3,40,53,68,801.45","95,228"
7-Jul-25,EQ,689.05,691.95,683.35,689.05,688.5,688.85,688.32,"1,179.00",535.75,"54,28,220","3,73,63,38,895.65","1,16,439"
8-Jul-25,EQ,693,696.95,687.5,688.85,692.9,693.2,691.86,"1,179.00",535.75,"76,15,926","5,26,91,75,943.15","1,12,199"
9-Jul-25,EQ,688.95,695.5,688.5,693.2,692.3,692.8,692.33,"1,179.00",535.75,"54,78,813","3,79,31,25,623.80","1,10,466"
10-Jul-25,EQ,692,696.75,685,692.8,695.5,695.6,691.34,"1,179.00",535.75,"77,33,963","5,34,67,77,171.35","1,43,758"
11-Jul-25,EQ,692.95,698.4,677.05,695.6,679,681.8,687.1,"1,179.00",535.75,"82,80,654","5,68,96,12,873.55","1,59,362"
14-Jul-25,EQ,681,681,672,681.8,674.8,674.5,676.24,"1,179.00",535.75,"77,48,550","5,23,98,78,236.40","1,81,930"
15-Jul-25,EQ,676,685.95,674.3,674.5,683,684.4,681.06,"1,179.00",535.75,"70,41,706","4,79,58,41,533.20","1,35,711"
16-Jul-25,EQ,684.4,684.4,676.35,684.4,679,679,679.14,"1,179.00",535.75,"62,44,205","4,24,06,68,251.55","1,12,327"
17-Jul-25,EQ,679,686.9,678.15,679,682.2,681.7,683,"1,179.00",535.75,"65,98,144","4,50,65,01,664.55","1,18,601"
18-Jul-25,EQ,683.2,686,678,681.7,680.45,680.25,681.57,"1,179.00",535.75,"55,58,670","3,78,86,33,741.95","92,747"
21-Jul-25,EQ,680.5,688.5,671.25,680.25,687.45,687.45,681.79,"1,179.00",535.75,"67,31,863","4,58,96,85,772.90","1,26,501"
22-Jul-25,EQ,688,688.85,672.35,687.45,675.5,673.4,677.29,"1,179.00",535.75,"77,49,518","5,24,86,79,553.20","1,90,083"
23-Jul-25,EQ,676.7,693.1,676.25,673.4,690.9,690.1,688.74,"1,179.00",535.75,"1,44,60,727","9,95,96,11,739.50","1,96,481"
24-Jul-25,EQ,692.7,706.5,692.3,690.1,701.3,700.5,702.13,"1,179.00",535.75,"1,51,97,664","10,67,06,85,136.65","2,06,983"
25-Jul-25,EQ,701,702.45,684.7,700.5,687.55,687.4,690.76,"1,179.00",535.75,"72,71,718","5,02,29,96,036.80","1,43,186"
28-Jul-25,EQ,690.7,700.5,681.4,687.4,684.05,682.9,690.61,"1,179.00",535.75,"77,88,718","5,37,89,90,005.55","1,41,239"
29-Jul-25,EQ,681.9,694,680.6,682.9,691.75,692.35,688.52,"1,179.00",535.75,"62,39,871","4,29,62,80,668.20","1,35,285"
30-Jul-25,EQ,690,690,665.25,692.35,668,668.45,669.43,"1,179.00",535.75,"1,89,23,129","12,66,76,17,060.00","4,05,426"
31-Jul-25,EQ,659.85,673.4,652.35,668.45,666.45,665.95,665.7,"1,179.00",535.75,"1,87,23,710","12,46,43,81,596.75","2,91,431"
1-Aug-25,EQ,667.95,667.95,647,665.95,649.7,648.85,652.97,"1,179.00",535.75,"1,25,46,169","8,19,22,73,893.65","2,37,724"
4-Aug-25,EQ,650.05,656.8,646,648.85,653.9,653.6,653.34,"1,142.00",535.75,"80,33,881","5,24,88,67,835.75","1,65,858"
5-Aug-25,EQ,655.95,658.9,650.55,653.6,655,654.6,654.15,"1,142.00",535.75,"67,14,804","4,39,24,92,947.95","1,42,228"
6-Aug-25,EQ,655,658,650.4,654.6,653.2,652.85,653.75,"1,142.00",535.75,"64,10,830","4,19,10,48,174.95","1,16,587"
7-Aug-25,EQ,650,651.7,635.5,652.85,650,646.5,641.47,"1,142.00",535.75,"1,36,09,913","8,73,03,87,950.15","2,17,679"
8-Aug-25,EQ,647.95,652.95,630,646.5,630.8,633.7,640.31,"1,142.00",535.75,"1,01,44,452","6,49,55,49,795.70","2,22,231"
11-Aug-25,EQ,636.2,655,627.1,633.7,654,653.75,647.97,"1,142.00",535.75,"1,72,75,390","11,19,38,80,247.40","2,58,911"
12-Aug-25,EQ,651.1,660.95,650.8,653.75,655.05,654.1,655.38,"1,142.00",535.75,"1,12,12,223","7,34,82,30,985.35","2,23,425"
13-Aug-25,EQ,657.2,667,656.65,654.1,663.3,663.75,663.72,"1,142.00",535.75,"75,57,556","5,01,61,13,372.65","1,33,862"
14-Aug-25,EQ,666,666.55,657.7,663.75,664,664.6,662.43,"1,142.00",535.75,"62,50,494","4,14,05,29,909.70","1,15,002"
18-Aug-25,EQ,677,685,672.9,664.6,675.9,676,678.7,"1,142.00",535.75,"1,42,26,172","9,65,53,02,555.25","1,65,366"
